643.85138232276472 105.87527923244535 -316.24680643353634
643.36152181615068 149.31507017383592 -317.60963845048434    
630.425614987734 102.19382129233897 -271.23028795524408
630.69117086226606 145.09234623199484 -266.18367375235562
716.89580822096525 125.49743264839462 -306.0721070114796
696.75149139091616 126.76500578409947 -308.33628102740238
696.445851921833 184.7700258471217 -315.04840538193332
697.74208183151086 252.71270644110768 -305.65235298233165
717.90012347375045 257.56844357627165 -303.18667093196154
713.79532570151684 284.73940895535117 -278.6077448774829
674.1948114139891 294.35591615029978 -266.05569808984819
746.19164878969957 92.992459054902412 -270.62690258096325
745.83034193865342 110.77506749799767 -270.71802968612553
